500 100
#                                                                                                                                                                                                                                                                                                                                                                                                                ###################                                                                               #
#                                                                                                                                                                                                                                                                                                                                                                                                                 ##################                                                                               #
#                                                                                                                                                                                                                                                                                                                                                                                                                 ###################                                                                              #
#                                                                                                                                                                                                                                                                                                                                                                                                                 ###################                                                                              #
#                                                                                                                                                                                                                                                                                                                                                                                                                 ####################                                                                             #
#                                                                                                                                                                                                                                                                   ###################################################################################################################################################################                                                                            #
#                                                                                                                                                                                                                                                                   ###################################################################################################################################################################                                                                            #
#                                                                                                                                                                                                                                                               #########################################################################################################################################################################                                                                          #
#                                                                                                                                                                                                                                                              ###########################################################################################################################################################################                                                                         #
#                                                                                                                                                                                                                                                              ###########################################################################################################################################################################                                                                         #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                    #################################################################################################################################                                                                                                                                                                                                                                                                                                                             #
#                                                    #################################################################################################################################                                                                                                                                                                                                                                                                                                                             #
#                                                     ###############################################################################################################################                                                                                                                                                                                                                                                                                                                              #
#                                                        #######################################################################################################################                                                                                                                                                                                                                                                                                                                                   #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                          2                                                       #
#                                                                                                                                                                                                                                                                                                                                                                         ##########################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                                 ##################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                           ########################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                       ############################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                    ###############################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                  #################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                ###################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                               ####################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                              #####################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                             ######################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                             ######################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                             ######################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                             ######################################################################################################################################################################
#                                                                                                                                                                                  #################################################################################################################################################################################################################################################################################################################################
#                                                                                                                                                                                  #################################################################################################################################################################################################################################################################################################################################
#                                                                                                                                                                                  #################################################################################################################################################################################################################################################################################################################################
#                                                                                    1                                                                                             #################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
