500 99
#                                                                                                                                                                                                                                                                                                                                                                                                                ###################                                                                               #
#                                                                                                                                                                                                                                                                                                                                                                                                                 ##################                                                                               #
#                                                                                                                                                                                                                                                                                                                                                                                                                 ###################                                                                              #
#                                                                                                                                                                                                                                                                                                                                                                                                                 ###################                                                                              #
#                                                                                                                                                                                                                                                                                                                                                                                                                 ####################                                                                             #
#                                                                                                                                                                                                                                                                   ###################################################################################################################################################################                                                                            #
#                                                                                                                                                                                                                                                                   ###################################################################################################################################################################                                                                            #
#                                                                                                                                                                                                                                                               #########################################################################################################################################################################                                                                          #
#                                                                                                                                                                                                                                                              ###########################################################################################################################################################################                                                                         #
#                                                                                                                                                                                                                                                              ###########################################################################################################################################################################                                                                         #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                    #################################################################################################################################                                                                                                                                                                                                                                                                                                                             #
#                                                    #################################################################################################################################                                                                                                                                                                                                                                                                                                                             #
#                                                     ###############################################################################################################################                                                                                                                                                                                                                                                                                                                              #
#                                                        #######################################################################################################################                                                                                                                                                                                                                                                                                                                                   #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  #
#                                                                                                                                                                                                                                                                                                                                                                                                                                                          2                                                       #
#                                                                                                                                                                                                                                                                                                                                                                         ##########################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                                 ##################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                           ########################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                       ############################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                    ###############################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                  #################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                                ###################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                               ####################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                              #####################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                             ######################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                             ######################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                             ######################################################################################################################################################################
#                                                                                                                                                                                                                                                                                                                                             ######################################################################################################################################################################
#                                                                                                                                                                                  #################################################################################################################################################################################################################################################################################################################################
#                                                                                                                                                                                  #################################################################################################################################################################################################################################################################################################################################
#                                                                                                                                                                                  #################################################################################################################################################################################################################################################################################################################################
#                                                                                    1                                                                                             #################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
